date,name,ticker,current_price,intrinsic_value,value_gap_percent,stop_loss,profit_target,risk_reward,action,valuation_signal
2025-07-23,Apple Inc.,AAPL,$213.48,$119.23,-44.2%,$202.81,$224.15,1.00,SELL,Overvalued (Strong Sell) - 44.2% above intrinsic value
2025-07-23,Microsoft Corporation,MSFT,$503.36,$144.13,-71.4%,$478.19,$528.53,1.00,SELL,Overvalued (Strong Sell) - 71.4% above intrinsic value
2025-07-23,Alphabet Inc.,GOOGL,$189.53,$207.61,9.5%,$170.58,$228.37,2.05,BUY,Fairly valued (Hold) - 9.5% from intrinsic value
2025-07-23,"Amazon.com, Inc.",AMZN,$227.59,$66.21,-70.9%,$216.21,$238.97,1.00,SELL,Overvalued (Strong Sell) - 70.9% above intrinsic value
2025-07-23,"Meta Platforms, Inc.",META,$712.00,$475.56,-33.2%,$676.40,$747.60,1.00,SELL,Overvalued (Strong Sell) - 33.2% above intrinsic value
2025-07-23,NVIDIA Corporation,NVDA,$168.83,$55.74,-67.0%,$160.39,$177.27,1.00,SELL,Overvalued (Strong Sell) - 67.0% above intrinsic value
2025-07-23,"Tesla, Inc.",TSLA,$334.00,$20.42,-93.9%,$317.30,$350.70,1.00,SELL,Overvalued (Strong Sell) - 93.9% above intrinsic value
2025-07-23,Visa Inc.,V,$354.55,$232.06,-34.5%,$336.82,$372.28,1.00,SELL,Overvalued (Strong Sell) - 34.5% above intrinsic value
2025-07-23,Walmart Inc.,WMT,$95.85,$32.06,-66.5%,$91.06,$100.64,1.00,SELL,Overvalued (Strong Sell) - 66.5% above intrinsic value
2025-07-23,Johnson & Johnson,JNJ,$167.82,$174.80,4.2%,$151.04,$192.29,1.46,BUY,Fairly valued (Hold) - 4.2% from intrinsic value
2025-07-23,The Procter & Gamble Company,PG,$158.42,$164.14,3.6%,$142.58,$180.56,1.40,BUY,Fairly valued (Hold) - 3.6% from intrinsic value
2025-07-23,The Coca-Cola Company,KO,$68.85,$26.79,-61.1%,$65.41,$72.29,1.00,SELL,Overvalued (Strong Sell) - 61.1% above intrinsic value
2025-07-23,The Walt Disney Company,DIS,$122.84,$89.41,-27.2%,$116.70,$128.98,1.00,SELL,Overvalued (Strong Sell) - 27.2% above intrinsic value
2025-07-23,"Netflix, Inc.",NFLX,$1176.99,$301.00,-74.4%,$1118.15,$1235.84,1.00,SELL,Overvalued (Strong Sell) - 74.4% above intrinsic value
2025-07-23,Adobe Inc.,ADBE,$371.18,$356.93,-3.8%,$352.62,$389.74,1.00,SELL,Fairly valued (Hold) - 3.8% from intrinsic value
2025-07-23,"Cisco Systems, Inc.",CSCO,$68.64,$49.93,-27.3%,$65.20,$72.07,1.00,SELL,Overvalued (Strong Sell) - 27.3% above intrinsic value
2025-07-23,Intel Corporation,INTC,$23.39,$-62.01,-365.1%,$22.22,$24.56,1.00,SELL,Overvalued (Strong Sell) - 365.1% above intrinsic value
2025-07-23,"The Home Depot, Inc.",HD,$374.84,$346.05,-7.7%,$356.10,$393.58,1.00,SELL,Fairly valued (Hold) - 7.7% from intrinsic value
2025-07-23,"Salesforce, Inc.",CRM,$267.31,$248.36,-7.1%,$253.95,$280.68,1.00,SELL,Fairly valued (Hold) - 7.1% from intrinsic value
2025-07-23,Mastercard Incorporated,MA,$559.21,$333.42,-40.4%,$531.24,$587.17,1.00,SELL,Overvalued (Strong Sell) - 40.4% above intrinsic value
2025-07-23,"PepsiCo, Inc.",PEP,$145.69,$127.73,-12.3%,$138.41,$152.97,1.00,SELL,Fairly valued (Hold) - 12.3% from intrinsic value
2025-07-23,UnitedHealth Group Incorporated,UNH,$288.27,$502.14,74.2%,$259.44,$374.75,3.00,BUY,Undervalued (Strong Buy) - 74.2% below intrinsic value
