date,name,ticker,current_price,intrinsic_value,value_gap_percent,stop_loss,profit_target,risk_reward,action,valuation_signal
2025-05-07,Apple Inc.,AAPL,$195.29,$119.23,-38.9%,$185.52,$205.05,1.00,SELL,Overvalued (Strong Sell) - 38.9% above intrinsic value
2025-05-07,Microsoft Corporation,MSFT,$434.71,$144.13,-66.8%,$412.97,$456.45,1.00,SELL,Overvalued (Strong Sell) - 66.8% above intrinsic value
2025-05-07,Alphabet Inc.,GOOGL,$149.72,$207.61,38.7%,$134.75,$194.64,3.00,BUY,Undervalued (Strong Buy) - 38.7% below intrinsic value
2025-05-07,"Amazon.com, Inc.",AMZN,$188.24,$66.21,-64.8%,$178.83,$197.65,1.00,SELL,Overvalued (Strong Sell) - 64.8% above intrinsic value
2025-05-07,"Meta Platforms, Inc.",META,$595.43,$475.56,-20.1%,$565.66,$625.21,1.00,SELL,Overvalued (Strong Sell) - 20.1% above intrinsic value
2025-05-07,NVIDIA Corporation,NVDA,$113.83,$55.71,-51.1%,$108.14,$119.52,1.00,SELL,Overvalued (Strong Sell) - 51.1% above intrinsic value
2025-05-07,"Tesla, Inc.",TSLA,$273.76,$20.42,-92.5%,$260.08,$287.45,1.00,SELL,Overvalued (Strong Sell) - 92.5% above intrinsic value
2025-05-07,Visa Inc.,V,$350.53,$232.06,-33.8%,$333.00,$368.06,1.00,SELL,Overvalued (Strong Sell) - 33.8% above intrinsic value
2025-05-07,Walmart Inc.,WMT,$99.04,$31.98,-67.7%,$94.09,$103.99,1.00,SELL,Overvalued (Strong Sell) - 67.7% above intrinsic value
2025-05-07,Johnson & Johnson,JNJ,$157.45,$174.80,11.0%,$141.70,$192.29,2.21,BUY,Fairly valued (Hold) - 11.0% from intrinsic value
2025-05-07,The Procter & Gamble Company,PG,$159.71,$164.14,2.8%,$143.74,$180.56,1.31,BUY,Fairly valued (Hold) - 2.8% from intrinsic value
2025-05-07,The Coca-Cola Company,KO,$72.33,$26.79,-63.0%,$68.72,$75.95,1.00,SELL,Overvalued (Strong Sell) - 63.0% above intrinsic value
2025-05-07,The Walt Disney Company,DIS,$101.95,$88.91,-12.8%,$96.85,$107.05,1.00,SELL,Fairly valued (Hold) - 12.8% from intrinsic value
2025-05-07,"Netflix, Inc.",NFLX,$1153.68,$300.54,-73.9%,$1096.00,$1211.36,1.00,SELL,Overvalued (Strong Sell) - 73.9% above intrinsic value
2025-05-07,Adobe Inc.,ADBE,$384.22,$355.25,-7.5%,$365.01,$403.43,1.00,SELL,Fairly valued (Hold) - 7.5% from intrinsic value
2025-05-07,"Cisco Systems, Inc.",CSCO,$59.74,$49.70,-16.8%,$56.75,$62.73,1.00,SELL,Fairly valued (Hold) - 16.8% from intrinsic value
2025-05-07,Intel Corporation,INTC,$20.02,$-62.01,-409.7%,$19.02,$21.02,1.00,SELL,Overvalued (Strong Sell) - 409.7% above intrinsic value
2025-05-07,"The Home Depot, Inc.",HD,$362.68,$346.40,-4.5%,$344.55,$380.81,1.00,SELL,Fairly valued (Hold) - 4.5% from intrinsic value
2025-05-07,"Salesforce, Inc.",CRM,$277.35,$247.46,-10.8%,$263.48,$291.22,1.00,SELL,Fairly valued (Hold) - 10.8% from intrinsic value
2025-05-07,Mastercard Incorporated,MA,$564.21,$333.42,-40.9%,$536.00,$592.42,1.00,SELL,Overvalued (Strong Sell) - 40.9% above intrinsic value
2025-05-07,"PepsiCo, Inc.",PEP,$131.33,$127.55,-2.9%,$124.76,$137.90,1.00,SELL,Fairly valued (Hold) - 2.9% from intrinsic value
2025-05-07,UnitedHealth Group Incorporated,UNH,$388.66,$500.44,28.8%,$349.79,$505.26,3.00,BUY,Undervalued (Strong Buy) - 28.8% below intrinsic value
