date,name,ticker,current_price,intrinsic_value,value_gap_percent,stop_loss,profit_target,risk_reward,action,valuation_signal
2025-09-12,Apple Inc.,AAPL,$234.14,$119.99,-48.8%,$222.43,$245.85,1.00,SELL,Overvalued (Strong Sell) - 48.8% above intrinsic value
2025-09-12,Microsoft Corporation,MSFT,$511.50,$139.33,-72.8%,$485.92,$537.07,1.00,SELL,Overvalued (Strong Sell) - 72.8% above intrinsic value
2025-09-12,Alphabet Inc.,GOOGL,$240.62,$207.72,-13.7%,$228.59,$252.65,1.00,SELL,Fairly valued (Hold) - 13.7% from intrinsic value
2025-09-12,"Amazon.com, Inc.",AMZN,$228.93,$65.91,-71.2%,$217.48,$240.38,1.00,SELL,Overvalued (Strong Sell) - 71.2% above intrinsic value
2025-09-12,"Meta Platforms, Inc.",META,$752.57,$476.04,-36.7%,$714.94,$790.20,1.00,SELL,Overvalued (Strong Sell) - 36.7% above intrinsic value
2025-09-12,NVIDIA Corporation,NVDA,$177.95,$55.83,-68.6%,$169.05,$186.85,1.00,SELL,Overvalued (Strong Sell) - 68.6% above intrinsic value
2025-09-12,"Tesla, Inc.",TSLA,$391.67,$20.40,-94.8%,$372.09,$411.25,1.00,SELL,Overvalued (Strong Sell) - 94.8% above intrinsic value
2025-09-12,Visa Inc.,V,$340.03,$233.74,-31.3%,$323.03,$357.03,1.00,SELL,Overvalued (Strong Sell) - 31.3% above intrinsic value
2025-09-12,Walmart Inc.,WMT,$103.23,$32.09,-68.9%,$98.07,$108.40,1.00,SELL,Overvalued (Strong Sell) - 68.9% above intrinsic value
2025-09-12,Johnson & Johnson,JNJ,$177.65,$174.64,-1.7%,$168.77,$186.53,1.00,SELL,Fairly valued (Hold) - 1.7% from intrinsic value
2025-09-12,The Procter & Gamble Company,PG,$158.10,$139.75,-11.6%,$150.19,$166.00,1.00,SELL,Fairly valued (Hold) - 11.6% from intrinsic value
2025-09-12,The Coca-Cola Company,KO,$67.15,$26.80,-60.1%,$63.79,$70.51,1.00,SELL,Overvalued (Strong Sell) - 60.1% above intrinsic value
2025-09-12,The Walt Disney Company,DIS,$116.00,$89.40,-22.9%,$110.20,$121.80,1.00,SELL,Overvalued (Strong Sell) - 22.9% above intrinsic value
2025-09-12,"Netflix, Inc.",NFLX,$1187.63,$301.00,-74.7%,$1128.25,$1247.02,1.00,SELL,Overvalued (Strong Sell) - 74.7% above intrinsic value
2025-09-12,Adobe Inc.,ADBE,$353.11,$356.93,1.1%,$317.80,$392.62,1.12,BUY,Fairly valued (Hold) - 1.1% from intrinsic value
2025-09-12,"Cisco Systems, Inc.",CSCO,$66.31,$65.09,-1.8%,$62.99,$69.62,1.00,SELL,Fairly valued (Hold) - 1.8% from intrinsic value
2025-09-12,Intel Corporation,INTC,$24.27,$-57.91,-338.6%,$23.06,$25.49,1.00,SELL,Overvalued (Strong Sell) - 338.6% above intrinsic value
2025-09-12,"The Home Depot, Inc.",HD,$420.38,$345.89,-17.7%,$399.37,$441.40,1.00,SELL,Fairly valued (Hold) - 17.7% from intrinsic value
2025-09-12,"Salesforce, Inc.",CRM,$244.38,$249.40,2.1%,$219.94,$274.34,1.23,BUY,Fairly valued (Hold) - 2.1% from intrinsic value
2025-09-12,Mastercard Incorporated,MA,$582.46,$334.90,-42.5%,$553.33,$611.58,1.00,SELL,Overvalued (Strong Sell) - 42.5% above intrinsic value
2025-09-12,"PepsiCo, Inc.",PEP,$143.03,$127.73,-10.7%,$135.88,$150.18,1.00,SELL,Fairly valued (Hold) - 10.7% from intrinsic value
2025-09-12,UnitedHealth Group Incorporated,UNH,$358.71,$502.95,40.2%,$322.84,$466.33,3.00,BUY,Undervalued (Strong Buy) - 40.2% below intrinsic value
