date,name,ticker,current_price,intrinsic_value,value_gap_percent,stop_loss,profit_target,risk_reward,action,valuation_signal
2025-07-09,Apple Inc.,AAPL,$207.75,$119.23,-42.6%,$197.36,$218.14,1.00,SELL,Overvalued (Strong Sell) - 42.6% above intrinsic value
2025-07-09,Microsoft Corporation,MSFT,$500.59,$144.13,-71.2%,$475.56,$525.62,1.00,SELL,Overvalued (Strong Sell) - 71.2% above intrinsic value
2025-07-09,Alphabet Inc.,GOOGL,$176.94,$207.61,17.3%,$159.25,$228.37,2.91,BUY,Fairly valued (Hold) - 17.3% from intrinsic value
2025-07-09,"Amazon.com, Inc.",AMZN,$222.29,$66.21,-70.2%,$211.17,$233.40,1.00,SELL,Overvalued (Strong Sell) - 70.2% above intrinsic value
2025-07-09,"Meta Platforms, Inc.",META,$736.85,$475.56,-35.5%,$700.01,$773.69,1.00,SELL,Overvalued (Strong Sell) - 35.5% above intrinsic value
2025-07-09,NVIDIA Corporation,NVDA,$163.32,$55.74,-65.9%,$155.16,$171.49,1.00,SELL,Overvalued (Strong Sell) - 65.9% above intrinsic value
2025-07-09,"Tesla, Inc.",TSLA,$295.43,$20.42,-93.1%,$280.66,$310.20,1.00,SELL,Overvalued (Strong Sell) - 93.1% above intrinsic value
2025-07-09,Visa Inc.,V,$355.12,$232.06,-34.7%,$337.36,$372.88,1.00,SELL,Overvalued (Strong Sell) - 34.7% above intrinsic value
2025-07-09,Walmart Inc.,WMT,$97.16,$32.06,-67.0%,$92.30,$102.01,1.00,SELL,Overvalued (Strong Sell) - 67.0% above intrinsic value
2025-07-09,Johnson & Johnson,JNJ,$155.47,$174.80,12.4%,$139.92,$192.29,2.37,BUY,Fairly valued (Hold) - 12.4% from intrinsic value
2025-07-09,The Procter & Gamble Company,PG,$156.89,$164.14,4.6%,$141.20,$180.56,1.51,BUY,Fairly valued (Hold) - 4.6% from intrinsic value
2025-07-09,The Coca-Cola Company,KO,$69.40,$26.79,-61.4%,$65.93,$72.87,1.00,SELL,Overvalued (Strong Sell) - 61.4% above intrinsic value
2025-07-09,The Walt Disney Company,DIS,$121.20,$89.41,-26.2%,$115.14,$127.26,1.00,SELL,Overvalued (Strong Sell) - 26.2% above intrinsic value
2025-07-09,"Netflix, Inc.",NFLX,$1279.36,$300.54,-76.5%,$1215.39,$1343.33,1.00,SELL,Overvalued (Strong Sell) - 76.5% above intrinsic value
2025-07-09,Adobe Inc.,ADBE,$374.75,$356.93,-4.8%,$356.01,$393.49,1.00,SELL,Fairly valued (Hold) - 4.8% from intrinsic value
2025-07-09,"Cisco Systems, Inc.",CSCO,$68.74,$49.93,-27.4%,$65.30,$72.17,1.00,SELL,Overvalued (Strong Sell) - 27.4% above intrinsic value
2025-07-09,Intel Corporation,INTC,$23.19,$-62.01,-367.4%,$22.03,$24.35,1.00,SELL,Overvalued (Strong Sell) - 367.4% above intrinsic value
2025-07-09,"The Home Depot, Inc.",HD,$366.15,$346.05,-5.5%,$347.84,$384.46,1.00,SELL,Fairly valued (Hold) - 5.5% from intrinsic value
2025-07-09,"Salesforce, Inc.",CRM,$270.69,$248.36,-8.3%,$257.16,$284.23,1.00,SELL,Fairly valued (Hold) - 8.3% from intrinsic value
2025-07-09,Mastercard Incorporated,MA,$561.79,$333.42,-40.7%,$533.70,$589.88,1.00,SELL,Overvalued (Strong Sell) - 40.7% above intrinsic value
2025-07-09,"PepsiCo, Inc.",PEP,$133.64,$127.55,-4.6%,$126.96,$140.32,1.00,SELL,Fairly valued (Hold) - 4.6% from intrinsic value
2025-07-09,UnitedHealth Group Incorporated,UNH,$300.79,$502.14,66.9%,$270.71,$391.02,3.00,BUY,Undervalued (Strong Buy) - 66.9% below intrinsic value
