date,name,ticker,current_price,intrinsic_value,value_gap_percent,stop_loss,profit_target,risk_reward,action,valuation_signal
2025-06-20,Apple Inc.,AAPL,$198.09,$119.23,-39.8%,$188.18,$207.99,1.00,SELL,Overvalued (Strong Sell) - 39.8% above intrinsic value
2025-06-20,Microsoft Corporation,MSFT,$479.80,$144.13,-70.0%,$455.81,$503.79,1.00,SELL,Overvalued (Strong Sell) - 70.0% above intrinsic value
2025-06-20,Alphabet Inc.,GOOGL,$169.08,$207.61,22.8%,$152.17,$219.80,3.00,BUY,Undervalued (Strong Buy) - 22.8% below intrinsic value
2025-06-20,"Amazon.com, Inc.",AMZN,$210.01,$66.21,-68.5%,$199.51,$220.51,1.00,SELL,Overvalued (Strong Sell) - 68.5% above intrinsic value
2025-06-20,"Meta Platforms, Inc.",META,$689.49,$475.56,-31.0%,$655.02,$723.96,1.00,SELL,Overvalued (Strong Sell) - 31.0% above intrinsic value
2025-06-20,NVIDIA Corporation,NVDA,$144.09,$55.74,-61.3%,$136.88,$151.29,1.00,SELL,Overvalued (Strong Sell) - 61.3% above intrinsic value
2025-06-20,"Tesla, Inc.",TSLA,$322.37,$20.42,-93.7%,$306.25,$338.49,1.00,SELL,Overvalued (Strong Sell) - 93.7% above intrinsic value
2025-06-20,Visa Inc.,V,$338.92,$232.06,-31.5%,$321.97,$355.87,1.00,SELL,Overvalued (Strong Sell) - 31.5% above intrinsic value
2025-06-20,Walmart Inc.,WMT,$95.53,$32.06,-66.4%,$90.75,$100.31,1.00,SELL,Overvalued (Strong Sell) - 66.4% above intrinsic value
2025-06-20,Johnson & Johnson,JNJ,$149.23,$174.80,17.1%,$134.31,$192.29,2.89,BUY,Fairly valued (Hold) - 17.1% from intrinsic value
2025-06-20,The Procter & Gamble Company,PG,$158.23,$164.14,3.7%,$142.41,$180.56,1.41,BUY,Fairly valued (Hold) - 3.7% from intrinsic value
2025-06-20,The Coca-Cola Company,KO,$69.21,$26.79,-61.3%,$65.75,$72.67,1.00,SELL,Overvalued (Strong Sell) - 61.3% above intrinsic value
2025-06-20,The Walt Disney Company,DIS,$117.72,$89.41,-24.1%,$111.83,$123.61,1.00,SELL,Overvalued (Strong Sell) - 24.1% above intrinsic value
2025-06-20,"Netflix, Inc.",NFLX,$1227.04,$300.54,-75.5%,$1165.68,$1288.39,1.00,SELL,Overvalued (Strong Sell) - 75.5% above intrinsic value
2025-06-20,Adobe Inc.,ADBE,$377.11,$355.25,-5.8%,$358.26,$395.97,1.00,SELL,Fairly valued (Hold) - 5.8% from intrinsic value
2025-06-20,"Cisco Systems, Inc.",CSCO,$66.02,$49.93,-24.4%,$62.72,$69.32,1.00,SELL,Overvalued (Strong Sell) - 24.4% above intrinsic value
2025-06-20,Intel Corporation,INTC,$21.21,$-62.01,-392.3%,$20.15,$22.27,1.00,SELL,Overvalued (Strong Sell) - 392.3% above intrinsic value
2025-06-20,"The Home Depot, Inc.",HD,$349.04,$346.05,-0.9%,$331.58,$366.49,1.00,SELL,Fairly valued (Hold) - 0.9% from intrinsic value
2025-06-20,"Salesforce, Inc.",CRM,$260.74,$248.36,-4.7%,$247.70,$273.78,1.00,SELL,Fairly valued (Hold) - 4.7% from intrinsic value
2025-06-20,Mastercard Incorporated,MA,$535.27,$333.42,-37.7%,$508.51,$562.04,1.00,SELL,Overvalued (Strong Sell) - 37.7% above intrinsic value
2025-06-20,"PepsiCo, Inc.",PEP,$129.48,$127.55,-1.5%,$123.01,$135.95,1.00,SELL,Fairly valued (Hold) - 1.5% from intrinsic value
2025-06-20,UnitedHealth Group Incorporated,UNH,$304.11,$502.14,65.1%,$273.69,$395.34,3.00,BUY,Undervalued (Strong Buy) - 65.1% below intrinsic value
