date,name,ticker,current_price,intrinsic_value,value_gap_percent,stop_loss,profit_target,risk_reward,action,valuation_signal
2025-12-25,Apple Inc.,AAPL,$273.81,$109.39,-60.0%,$260.12,$287.50,1.00,SELL,Overvalued (Strong Sell) - 60.0% above intrinsic value
2025-12-25,Microsoft Corporation,MSFT,$488.02,$139.34,-71.4%,$463.62,$512.42,1.00,SELL,Overvalued (Strong Sell) - 71.4% above intrinsic value
2025-12-25,Alphabet Inc.,GOOGL,$314.09,$207.68,-33.9%,$298.39,$329.79,1.00,SELL,Overvalued (Strong Sell) - 33.9% above intrinsic value
2025-12-25,"Amazon.com, Inc.",AMZN,$232.38,$65.76,-71.7%,$220.76,$244.00,1.00,SELL,Overvalued (Strong Sell) - 71.7% above intrinsic value
2025-12-25,"Meta Platforms, Inc.",META,$667.55,$474.09,-29.0%,$634.17,$700.93,1.00,SELL,Overvalued (Strong Sell) - 29.0% above intrinsic value
2025-12-25,NVIDIA Corporation,NVDA,$188.61,$55.93,-70.3%,$179.18,$198.04,1.00,SELL,Overvalued (Strong Sell) - 70.3% above intrinsic value
2025-12-25,"Tesla, Inc.",TSLA,$485.40,$19.78,-95.9%,$461.13,$509.67,1.00,SELL,Overvalued (Strong Sell) - 95.9% above intrinsic value
2025-12-25,Visa Inc.,V,$355.14,$271.86,-23.4%,$337.38,$372.90,1.00,SELL,Overvalued (Strong Sell) - 23.4% above intrinsic value
2025-12-25,Walmart Inc.,WMT,$111.61,$32.11,-71.2%,$106.03,$117.19,1.00,SELL,Overvalued (Strong Sell) - 71.2% above intrinsic value
2025-12-25,Johnson & Johnson,JNJ,$207.78,$174.57,-16.0%,$197.39,$218.17,1.00,SELL,Fairly valued (Hold) - 16.0% from intrinsic value
2025-12-25,The Procter & Gamble Company,PG,$144.49,$139.97,-3.1%,$137.27,$151.71,1.00,SELL,Fairly valued (Hold) - 3.1% from intrinsic value
2025-12-25,The Coca-Cola Company,KO,$70.11,$26.81,-61.8%,$66.60,$73.62,1.00,SELL,Overvalued (Strong Sell) - 61.8% above intrinsic value
2025-12-25,The Walt Disney Company,DIS,$114.48,$106.00,-7.4%,$108.76,$120.20,1.00,SELL,Fairly valued (Hold) - 7.4% from intrinsic value
2025-12-25,"Netflix, Inc.",NFLX,$93.64,$30.18,-67.8%,$88.96,$98.32,1.00,SELL,Overvalued (Strong Sell) - 67.8% above intrinsic value
2025-12-25,Adobe Inc.,ADBE,$352.98,$361.70,2.5%,$317.68,$397.87,1.27,BUY,Fairly valued (Hold) - 2.5% from intrinsic value
2025-12-25,"Cisco Systems, Inc.",CSCO,$78.02,$65.13,-16.5%,$74.12,$81.92,1.00,SELL,Fairly valued (Hold) - 16.5% from intrinsic value
2025-12-25,Intel Corporation,INTC,$36.16,$-56.70,-256.8%,$34.35,$37.97,1.00,SELL,Overvalued (Strong Sell) - 256.8% above intrinsic value
2025-12-25,"The Home Depot, Inc.",HD,$347.34,$345.85,-0.4%,$329.97,$364.71,1.00,SELL,Fairly valued (Hold) - 0.4% from intrinsic value
2025-12-25,"Salesforce, Inc.",CRM,$265.26,$253.39,-4.5%,$252.00,$278.52,1.00,SELL,Fairly valued (Hold) - 4.5% from intrinsic value
2025-12-25,Mastercard Incorporated,MA,$579.45,$337.17,-41.8%,$550.48,$608.42,1.00,SELL,Overvalued (Strong Sell) - 41.8% above intrinsic value
2025-12-25,"PepsiCo, Inc.",PEP,$143.74,$127.90,-11.0%,$136.55,$150.93,1.00,SELL,Fairly valued (Hold) - 11.0% from intrinsic value
2025-12-25,UnitedHealth Group Incorporated,UNH,$327.58,$502.86,53.5%,$294.82,$425.85,3.00,BUY,Undervalued (Strong Buy) - 53.5% below intrinsic value
