date,name,ticker,current_price,intrinsic_value,value_gap_percent,stop_loss,profit_target,risk_reward,action,valuation_signal
2025-04-22,Apple Inc.,AAPL,$199.77,$118.54,-40.7%,$189.78,$209.76,1.00,SELL,Overvalued (Strong Sell) - 40.7% above intrinsic value
2025-04-22,Microsoft Corporation,MSFT,$366.51,$144.10,-60.7%,$348.19,$384.84,1.00,SELL,Overvalued (Strong Sell) - 60.7% above intrinsic value
2025-04-22,Alphabet Inc.,GOOGL,$151.72,$207.15,36.5%,$136.55,$197.24,3.00,BUY,Undervalued (Strong Buy) - 36.5% below intrinsic value
2025-04-22,"Amazon.com, Inc.",AMZN,$175.50,$66.24,-62.3%,$166.72,$184.28,1.00,SELL,Overvalued (Strong Sell) - 62.3% above intrinsic value
2025-04-22,"Meta Platforms, Inc.",META,$504.39,$473.35,-6.2%,$479.17,$529.61,1.00,SELL,Fairly valued (Hold) - 6.2% from intrinsic value
2025-04-22,NVIDIA Corporation,NVDA,$99.34,$55.71,-43.9%,$94.38,$104.31,1.00,SELL,Overvalued (Strong Sell) - 43.9% above intrinsic value
2025-04-22,"Tesla, Inc.",TSLA,$241.15,$20.45,-91.5%,$229.09,$253.21,1.00,SELL,Overvalued (Strong Sell) - 91.5% above intrinsic value
2025-04-22,Visa Inc.,V,$330.26,$230.39,-30.2%,$313.75,$346.78,1.00,SELL,Overvalued (Strong Sell) - 30.2% above intrinsic value
2025-04-22,Walmart Inc.,WMT,$94.98,$31.92,-66.4%,$90.23,$99.73,1.00,SELL,Overvalued (Strong Sell) - 66.4% above intrinsic value
2025-04-22,Johnson & Johnson,JNJ,$157.31,$174.53,10.9%,$141.58,$191.98,2.20,BUY,Fairly valued (Hold) - 10.9% from intrinsic value
2025-04-22,The Procter & Gamble Company,PG,$167.88,$164.12,-2.2%,$159.49,$176.27,1.00,SELL,Fairly valued (Hold) - 2.2% from intrinsic value
2025-04-22,The Coca-Cola Company,KO,$73.90,$26.80,-63.7%,$70.20,$77.60,1.00,SELL,Overvalued (Strong Sell) - 63.7% above intrinsic value
2025-04-22,The Walt Disney Company,DIS,$86.35,$88.91,3.0%,$77.72,$97.80,1.33,BUY,Fairly valued (Hold) - 3.0% from intrinsic value
2025-04-22,"Netflix, Inc.",NFLX,$1045.03,$300.54,-71.2%,$992.78,$1097.28,1.00,SELL,Overvalued (Strong Sell) - 71.2% above intrinsic value
2025-04-22,Adobe Inc.,ADBE,$351.28,$355.25,1.1%,$316.15,$390.78,1.12,BUY,Fairly valued (Hold) - 1.1% from intrinsic value
2025-04-22,"Cisco Systems, Inc.",CSCO,$55.08,$49.70,-9.8%,$52.32,$57.83,1.00,SELL,Fairly valued (Hold) - 9.8% from intrinsic value
2025-04-22,Intel Corporation,INTC,$19.65,$-62.03,-415.6%,$18.67,$20.63,1.00,SELL,Overvalued (Strong Sell) - 415.6% above intrinsic value
2025-04-22,"The Home Depot, Inc.",HD,$355.31,$346.40,-2.5%,$337.54,$373.08,1.00,SELL,Fairly valued (Hold) - 2.5% from intrinsic value
2025-04-22,"Salesforce, Inc.",CRM,$243.50,$247.06,1.5%,$219.15,$271.77,1.16,BUY,Fairly valued (Hold) - 1.5% from intrinsic value
2025-04-22,Mastercard Incorporated,MA,$525.75,$332.09,-36.8%,$499.47,$552.04,1.00,SELL,Overvalued (Strong Sell) - 36.8% above intrinsic value
2025-04-22,"PepsiCo, Inc.",PEP,$143.52,$127.53,-11.1%,$136.34,$150.70,1.00,SELL,Fairly valued (Hold) - 11.1% from intrinsic value
2025-04-22,UnitedHealth Group Incorporated,UNH,$429.01,$497.98,16.1%,$386.11,$547.78,2.77,BUY,Fairly valued (Hold) - 16.1% from intrinsic value
