date,name,ticker,current_price,intrinsic_value,value_gap_percent,stop_loss,profit_target,risk_reward,action,valuation_signal
2025-06-24,Apple Inc.,AAPL,$202.17,$119.23,-41.0%,$192.06,$212.28,1.00,SELL,Overvalued (Strong Sell) - 41.0% above intrinsic value
2025-06-24,Microsoft Corporation,MSFT,$490.86,$144.13,-70.6%,$466.32,$515.40,1.00,SELL,Overvalued (Strong Sell) - 70.6% above intrinsic value
2025-06-24,Alphabet Inc.,GOOGL,$167.97,$207.61,23.6%,$151.17,$218.36,3.00,BUY,Undervalued (Strong Buy) - 23.6% below intrinsic value
2025-06-24,"Amazon.com, Inc.",AMZN,$213.42,$66.21,-69.0%,$202.74,$224.09,1.00,SELL,Overvalued (Strong Sell) - 69.0% above intrinsic value
2025-06-24,"Meta Platforms, Inc.",META,$706.17,$475.56,-32.7%,$670.86,$741.48,1.00,SELL,Overvalued (Strong Sell) - 32.7% above intrinsic value
2025-06-24,NVIDIA Corporation,NVDA,$146.93,$55.74,-62.1%,$139.58,$154.27,1.00,SELL,Overvalued (Strong Sell) - 62.1% above intrinsic value
2025-06-24,"Tesla, Inc.",TSLA,$343.74,$20.42,-94.1%,$326.55,$360.92,1.00,SELL,Overvalued (Strong Sell) - 94.1% above intrinsic value
2025-06-24,Visa Inc.,V,$349.77,$232.06,-33.7%,$332.29,$367.26,1.00,SELL,Overvalued (Strong Sell) - 33.7% above intrinsic value
2025-06-24,Walmart Inc.,WMT,$98.95,$32.06,-67.6%,$94.00,$103.90,1.00,SELL,Overvalued (Strong Sell) - 67.6% above intrinsic value
2025-06-24,Johnson & Johnson,JNJ,$152.08,$174.80,14.9%,$136.87,$192.29,2.64,BUY,Fairly valued (Hold) - 14.9% from intrinsic value
2025-06-24,The Procter & Gamble Company,PG,$160.14,$164.14,2.5%,$144.13,$180.56,1.28,BUY,Fairly valued (Hold) - 2.5% from intrinsic value
2025-06-24,The Coca-Cola Company,KO,$70.17,$26.79,-61.8%,$66.66,$73.67,1.00,SELL,Overvalued (Strong Sell) - 61.8% above intrinsic value
2025-06-24,The Walt Disney Company,DIS,$118.82,$89.41,-24.8%,$112.88,$124.76,1.00,SELL,Overvalued (Strong Sell) - 24.8% above intrinsic value
2025-06-24,"Netflix, Inc.",NFLX,$1276.32,$300.54,-76.5%,$1212.50,$1340.13,1.00,SELL,Overvalued (Strong Sell) - 76.5% above intrinsic value
2025-06-24,Adobe Inc.,ADBE,$379.09,$355.25,-6.3%,$360.13,$398.04,1.00,SELL,Fairly valued (Hold) - 6.3% from intrinsic value
2025-06-24,"Cisco Systems, Inc.",CSCO,$67.72,$49.93,-26.3%,$64.33,$71.11,1.00,SELL,Overvalued (Strong Sell) - 26.3% above intrinsic value
2025-06-24,Intel Corporation,INTC,$22.52,$-62.01,-375.3%,$21.39,$23.64,1.00,SELL,Overvalued (Strong Sell) - 375.3% above intrinsic value
2025-06-24,"The Home Depot, Inc.",HD,$359.81,$346.05,-3.8%,$341.82,$377.81,1.00,SELL,Fairly valued (Hold) - 3.8% from intrinsic value
2025-06-24,"Salesforce, Inc.",CRM,$272.46,$248.36,-8.8%,$258.84,$286.08,1.00,SELL,Fairly valued (Hold) - 8.8% from intrinsic value
2025-06-24,Mastercard Incorporated,MA,$553.49,$333.42,-39.8%,$525.82,$581.16,1.00,SELL,Overvalued (Strong Sell) - 39.8% above intrinsic value
2025-06-24,"PepsiCo, Inc.",PEP,$130.09,$127.55,-2.0%,$123.59,$136.60,1.00,SELL,Fairly valued (Hold) - 2.0% from intrinsic value
2025-06-24,UnitedHealth Group Incorporated,UNH,$303.44,$502.14,65.5%,$273.10,$394.47,3.00,BUY,Undervalued (Strong Buy) - 65.5% below intrinsic value
