date,name,ticker,current_price,intrinsic_value,value_gap_percent,stop_loss,profit_target,risk_reward,action,valuation_signal
2025-06-26,Apple Inc.,AAPL,$200.62,$119.23,-40.6%,$190.59,$210.65,1.00,SELL,Overvalued (Strong Sell) - 40.6% above intrinsic value
2025-06-26,Microsoft Corporation,MSFT,$494.06,$144.13,-70.8%,$469.36,$518.77,1.00,SELL,Overvalued (Strong Sell) - 70.8% above intrinsic value
2025-06-26,Alphabet Inc.,GOOGL,$172.61,$207.61,20.3%,$155.35,$224.39,3.00,BUY,Undervalued (Strong Buy) - 20.3% below intrinsic value
2025-06-26,"Amazon.com, Inc.",AMZN,$216.38,$66.21,-69.4%,$205.56,$227.20,1.00,SELL,Overvalued (Strong Sell) - 69.4% above intrinsic value
2025-06-26,"Meta Platforms, Inc.",META,$723.68,$475.56,-34.3%,$687.50,$759.86,1.00,SELL,Overvalued (Strong Sell) - 34.3% above intrinsic value
2025-06-26,NVIDIA Corporation,NVDA,$155.44,$55.74,-64.1%,$147.67,$163.21,1.00,SELL,Overvalued (Strong Sell) - 64.1% above intrinsic value
2025-06-26,"Tesla, Inc.",TSLA,$327.65,$20.42,-93.8%,$311.26,$344.03,1.00,SELL,Overvalued (Strong Sell) - 93.8% above intrinsic value
2025-06-26,Visa Inc.,V,$344.58,$232.06,-32.7%,$327.35,$361.81,1.00,SELL,Overvalued (Strong Sell) - 32.7% above intrinsic value
2025-06-26,Walmart Inc.,WMT,$96.36,$32.06,-66.7%,$91.55,$101.18,1.00,SELL,Overvalued (Strong Sell) - 66.7% above intrinsic value
2025-06-26,Johnson & Johnson,JNJ,$152.50,$174.80,14.6%,$137.25,$192.29,2.61,BUY,Fairly valued (Hold) - 14.6% from intrinsic value
2025-06-26,The Procter & Gamble Company,PG,$157.34,$164.14,4.3%,$141.61,$180.56,1.48,BUY,Fairly valued (Hold) - 4.3% from intrinsic value
2025-06-26,The Coca-Cola Company,KO,$69.33,$26.79,-61.4%,$65.86,$72.80,1.00,SELL,Overvalued (Strong Sell) - 61.4% above intrinsic value
2025-06-26,The Walt Disney Company,DIS,$120.83,$89.41,-26.0%,$114.79,$126.88,1.00,SELL,Overvalued (Strong Sell) - 26.0% above intrinsic value
2025-06-26,"Netflix, Inc.",NFLX,$1294.50,$300.54,-76.8%,$1229.78,$1359.23,1.00,SELL,Overvalued (Strong Sell) - 76.8% above intrinsic value
2025-06-26,Adobe Inc.,ADBE,$386.82,$355.25,-8.2%,$367.48,$406.16,1.00,SELL,Fairly valued (Hold) - 8.2% from intrinsic value
2025-06-26,"Cisco Systems, Inc.",CSCO,$68.89,$49.93,-27.5%,$65.44,$72.33,1.00,SELL,Overvalued (Strong Sell) - 27.5% above intrinsic value
2025-06-26,Intel Corporation,INTC,$22.43,$-62.01,-376.4%,$21.31,$23.55,1.00,SELL,Overvalued (Strong Sell) - 376.4% above intrinsic value
2025-06-26,"The Home Depot, Inc.",HD,$362.13,$346.05,-4.4%,$344.03,$380.24,1.00,SELL,Fairly valued (Hold) - 4.4% from intrinsic value
2025-06-26,"Salesforce, Inc.",CRM,$268.87,$248.36,-7.6%,$255.43,$282.31,1.00,SELL,Fairly valued (Hold) - 7.6% from intrinsic value
2025-06-26,Mastercard Incorporated,MA,$546.33,$333.42,-39.0%,$519.01,$573.65,1.00,SELL,Overvalued (Strong Sell) - 39.0% above intrinsic value
2025-06-26,"PepsiCo, Inc.",PEP,$128.30,$127.55,-0.6%,$121.89,$134.72,1.00,SELL,Fairly valued (Hold) - 0.6% from intrinsic value
2025-06-26,UnitedHealth Group Incorporated,UNH,$304.09,$502.14,65.1%,$273.68,$395.32,3.00,BUY,Undervalued (Strong Buy) - 65.1% below intrinsic value
