date,name,ticker,current_price,intrinsic_value,value_gap_percent,stop_loss,profit_target,risk_reward,action,valuation_signal
2025-10-22,Apple Inc.,AAPL,$258.40,$119.99,-53.6%,$245.48,$271.33,1.00,SELL,Overvalued (Strong Sell) - 53.6% above intrinsic value
2025-10-22,Microsoft Corporation,MSFT,$523.00,$139.33,-73.4%,$496.85,$549.15,1.00,SELL,Overvalued (Strong Sell) - 73.4% above intrinsic value
2025-10-22,Alphabet Inc.,GOOGL,$251.62,$207.72,-17.4%,$239.04,$264.20,1.00,SELL,Fairly valued (Hold) - 17.4% from intrinsic value
2025-10-22,"Amazon.com, Inc.",AMZN,$218.82,$65.91,-69.9%,$207.88,$229.76,1.00,SELL,Overvalued (Strong Sell) - 69.9% above intrinsic value
2025-10-22,"Meta Platforms, Inc.",META,$730.80,$476.04,-34.9%,$694.26,$767.34,1.00,SELL,Overvalued (Strong Sell) - 34.9% above intrinsic value
2025-10-22,NVIDIA Corporation,NVDA,$179.48,$55.83,-68.9%,$170.51,$188.45,1.00,SELL,Overvalued (Strong Sell) - 68.9% above intrinsic value
2025-10-22,"Tesla, Inc.",TSLA,$434.82,$19.78,-95.5%,$413.08,$456.56,1.00,SELL,Overvalued (Strong Sell) - 95.5% above intrinsic value
2025-10-22,Visa Inc.,V,$346.79,$233.74,-32.6%,$329.45,$364.13,1.00,SELL,Overvalued (Strong Sell) - 32.6% above intrinsic value
2025-10-22,Walmart Inc.,WMT,$107.35,$32.09,-70.1%,$101.98,$112.72,1.00,SELL,Overvalued (Strong Sell) - 70.1% above intrinsic value
2025-10-22,Johnson & Johnson,JNJ,$193.32,$174.64,-9.7%,$183.65,$202.99,1.00,SELL,Fairly valued (Hold) - 9.7% from intrinsic value
2025-10-22,The Procter & Gamble Company,PG,$152.75,$139.75,-8.5%,$145.11,$160.39,1.00,SELL,Fairly valued (Hold) - 8.5% from intrinsic value
2025-10-22,The Coca-Cola Company,KO,$71.27,$26.80,-62.4%,$67.70,$74.83,1.00,SELL,Overvalued (Strong Sell) - 62.4% above intrinsic value
2025-10-22,The Walt Disney Company,DIS,$113.53,$89.40,-21.3%,$107.86,$119.21,1.00,SELL,Overvalued (Strong Sell) - 21.3% above intrinsic value
2025-10-22,"Netflix, Inc.",NFLX,$1120.98,$301.00,-73.1%,$1064.93,$1177.03,1.00,SELL,Overvalued (Strong Sell) - 73.1% above intrinsic value
2025-10-22,Adobe Inc.,ADBE,$357.23,$361.70,1.3%,$321.51,$397.87,1.14,BUY,Fairly valued (Hold) - 1.3% from intrinsic value
2025-10-22,"Cisco Systems, Inc.",CSCO,$70.25,$65.09,-7.3%,$66.73,$73.76,1.00,SELL,Fairly valued (Hold) - 7.3% from intrinsic value
2025-10-22,Intel Corporation,INTC,$36.50,$-56.85,-255.8%,$34.67,$38.32,1.00,SELL,Overvalued (Strong Sell) - 255.8% above intrinsic value
2025-10-22,"The Home Depot, Inc.",HD,$391.68,$345.89,-11.7%,$372.10,$411.26,1.00,SELL,Fairly valued (Hold) - 11.7% from intrinsic value
2025-10-22,"Salesforce, Inc.",CRM,$259.89,$249.40,-4.0%,$246.90,$272.88,1.00,SELL,Fairly valued (Hold) - 4.0% from intrinsic value
2025-10-22,Mastercard Incorporated,MA,$574.97,$334.90,-41.8%,$546.22,$603.72,1.00,SELL,Overvalued (Strong Sell) - 41.8% above intrinsic value
2025-10-22,"PepsiCo, Inc.",PEP,$154.16,$127.90,-17.0%,$146.46,$161.87,1.00,SELL,Fairly valued (Hold) - 17.0% from intrinsic value
2025-10-22,UnitedHealth Group Incorporated,UNH,$359.84,$502.95,39.8%,$323.86,$467.79,3.00,BUY,Undervalued (Strong Buy) - 39.8% below intrinsic value
